address,is_delegated_to_target,delegated_target,eth_balance_eth,eth_balance_wei,usdc_balance,usdc_balance_raw
0x1312055d8da9906ce7e8de710fb278e7384c6b36,false,,0.001979417570969,0x70845112e05a8,0,0x0000000000000000000000000000000000000000000000000000000000000000
0x1ed8196b47e6f3feded5848e46304de980e6bf84,false,,0.0057772888461834,0x148669e1710be8,0,0x0000000000000000000000000000000000000000000000000000000000000000
