address,is_delegated_to_target,delegated_target,eth_balance_eth,eth_balance_wei,usdc_balance,usdc_balance_raw
0x42138576848e839827585a3539305774d36b9602,true,0x000100abaad02f1cfc8bbe32bd5a564817339e72,0.000000133098412,0x1efd4897e0,0.004,0x0000000000000000000000000000000000000000000000000000000000000fa0
